comment_id,platform,source_type,topic,comment_text,sentiment,intent,spam
928,Instagram,post,technology,Please support additional languages in the mobile application.,neutral,feature_or_content_request,0
97,YouTube,video,music,I cannot use this properly after reading the description.,negative,complaint_or_problem_report,0
225,YouTube,video,music,Is this available everywhere during the weekend.,neutral,question_or_information_request,0
479,YouTube,video,news,Subscribe for more content for my current project.,neutral,engagement_bait,1
851,YouTube,video,travel,Order now for fast delivery after trying the latest update.,positive,advertisement_or_promotion,1
260,Instagram,post,sports,Can someone clarify the final step before making a decision.,neutral,question_or_information_request,0
147,YouTube,video,travel,This helped me a lot after reading the description.,positive,praise_or_appreciation,0
375,YouTube,video,news,Register now to receive your prize during the weekend.,positive,giveaway_or_reward_scam,1
1035,YouTube,video,travel,Pay a small fee for guaranteed approval during the weekend.,positive,fraudulent_service_offer,1
890,Instagram,post,food,Join our newsletter for updates before making a decision.,positive,advertisement_or_promotion,1
311,YouTube,video,news,Claim your free reward now after trying the latest update.,positive,giveaway_or_reward_scam,1
746,Instagram,post,food,Get guaranteed returns through this program for a beginner.,positive,financial_promotion,1
755,YouTube,video,travel,Invest now for an exclusive bonus during the weekend.,positive,financial_promotion,1
439,YouTube,video,news,Like this post for a surprise for my current project.,neutral,engagement_bait,1
980,Instagram,post,sports,Could you add keyboard shortcuts before making a decision.,neutral,feature_or_content_request,0
75,YouTube,video,travel,The content leaves out important details during the weekend.,negative,complaint_or_problem_report,0
324,Instagram,post,sports,Your account was selected for a gift on my phone.,positive,giveaway_or_reward_scam,1
1076,Instagram,post,sports,Get professional credentials without training for a beginner.,positive,fraudulent_service_offer,1
1056,Instagram,post,technology,I can provide restricted interview questions for a beginner.,positive,fraudulent_service_offer,1
1024,Instagram,post,technology,Get an instant certificate without an exam on my phone.,positive,fraudulent_service_offer,1
427,YouTube,video,travel,Share this with your friends after reading the description.,neutral,engagement_bait,1
981,YouTube,video,education,Please include the source code after trying the latest update.,neutral,feature_or_content_request,0
459,YouTube,video,travel,Follow for daily updates for my current project.,neutral,engagement_bait,1
208,Instagram,post,technology,Could you explain this part in the mobile application.,neutral,question_or_information_request,0
930,Instagram,post,food,Please support additional languages before making a decision.,neutral,feature_or_content_request,0
783,YouTube,video,news,Claim a limited financial opportunity for a small business.,positive,financial_promotion,1
536,Instagram,post,technology,The first attempt was successful for a beginner.,neutral,user_experience_feedback,0
994,Instagram,post,food,An offline mode would be helpful on my phone.,neutral,feature_or_content_request,0
696,Instagram,post,technology,This connects with a similar discussion for a beginner.,neutral,general_discussion,0
789,YouTube,video,education,Claim a limited financial opportunity for my current project.,positive,financial_promotion,1
547,YouTube,video,travel,I used this with a different setup after reading the description.,neutral,user_experience_feedback,0
521,YouTube,video,music,My experience was reasonable after trying the latest update.,neutral,user_experience_feedback,0
695,YouTube,video,news,This connects with a similar discussion during the weekend.,neutral,general_discussion,0
873,YouTube,video,music,Use this offer before it expires for a small business.,positive,advertisement_or_promotion,1
790,Instagram,post,gaming,Claim a limited financial opportunity before making a decision.,positive,financial_promotion,1
525,YouTube,video,education,My experience was reasonable during the weekend.,neutral,user_experience_feedback,0
621,YouTube,video,education,There are several sides to this issue after trying the latest update.,neutral,general_discussion,0
518,Instagram,post,gaming,I tried the suggested method in the mobile application.,neutral,user_experience_feedback,0
1016,Instagram,post,technology,Buy leaked answers from my private group for a beginner.,positive,fraudulent_service_offer,1
819,YouTube,video,travel,Get premium access at a lower price for my current project.,positive,advertisement_or_promotion,1
454,Instagram,post,gaming,Follow for daily updates on my phone.,neutral,engagement_bait,1
65,YouTube,video,music,This experience has been disappointing during the weekend.,negative,complaint_or_problem_report,0
748,Instagram,post,sports,Get guaranteed returns through this program in the mobile application.,positive,financial_promotion,1
576,Instagram,post,technology,This worked after restarting the app for a beginner.,neutral,user_experience_feedback,0
464,Instagram,post,technology,Tag three people to participate on my phone.,neutral,engagement_bait,1
520,Instagram,post,technology,I tried the suggested method before making a decision.,neutral,user_experience_feedback,0
101,YouTube,video,education,This is excellent after trying the latest update.,positive,praise_or_appreciation,0
44,Instagram,post,sports,The service has been frustrating on my phone.,negative,complaint_or_problem_report,0
284,Instagram,post,sports,Does this support beginners on my phone.,neutral,question_or_information_request,0
1046,Instagram,post,gaming,Contact me for confidential account access for a beginner.,positive,fraudulent_service_offer,1
255,YouTube,video,news,Can someone clarify the final step during the weekend.,neutral,question_or_information_request,0
59,YouTube,video,travel,The result contains an error for my current project.,negative,complaint_or_problem_report,0
574,Instagram,post,gaming,This worked after restarting the app on my phone.,neutral,user_experience_feedback,0
109,YouTube,video,education,This is excellent for my current project.,positive,praise_or_appreciation,0
804,Instagram,post,sports,Visit our website for a special offer on my phone.,positive,advertisement_or_promotion,1
569,YouTube,video,music,I tested the example with new data for my current project.,neutral,user_experience_feedback,0
544,Instagram,post,technology,I used this with a different setup on my phone.,neutral,user_experience_feedback,0
830,Instagram,post,gaming,Download the complete guide from our page before making a decision.,positive,advertisement_or_promotion,1
699,YouTube,video,travel,This connects with a similar discussion for my current project.,neutral,general_discussion,0
815,YouTube,video,news,Get premium access at a lower price during the weekend.,positive,advertisement_or_promotion,1
921,YouTube,video,music,Please support additional languages after trying the latest update.,neutral,feature_or_content_request,0
570,Instagram,post,food,I tested the example with new data before making a decision.,neutral,user_experience_feedback,0
124,Instagram,post,sports,The explanation is very clear on my phone.,positive,praise_or_appreciation,0
634,Instagram,post,food,The discussion raises an important point on my phone.,neutral,general_discussion,0
485,YouTube,video,education,Like and share this message during the weekend.,neutral,engagement_bait,1
145,YouTube,video,music,This helped me a lot during the weekend.,positive,praise_or_appreciation,0
1089,YouTube,video,music,Message me for a shortcut to approval for my current project.,positive,fraudulent_service_offer,1
154,Instagram,post,food,The quality is impressive on my phone.,positive,praise_or_appreciation,0
1057,YouTube,video,music,I can provide restricted interview questions after reading the description.,positive,fraudulent_service_offer,1
624,Instagram,post,technology,There are several sides to this issue on my phone.,neutral,general_discussion,0
188,Instagram,post,sports,The examples are very useful in the mobile application.,positive,praise_or_appreciation,0
451,YouTube,video,travel,Follow for daily updates after trying the latest update.,neutral,engagement_bait,1
20,Instagram,post,sports,This feature is not working correctly before making a decision.,negative,complaint_or_problem_report,0
523,YouTube,video,travel,My experience was reasonable for a small business.,neutral,user_experience_feedback,0
537,YouTube,video,music,The first attempt was successful after reading the description.,neutral,user_experience_feedback,0
156,Instagram,post,sports,The quality is impressive for a beginner.,positive,praise_or_appreciation,0
545,YouTube,video,music,I used this with a different setup during the weekend.,neutral,user_experience_feedback,0
1025,YouTube,video,music,Get an instant certificate without an exam during the weekend.,positive,fraudulent_service_offer,1
756,Instagram,post,sports,Invest now for an exclusive bonus for a beginner.,positive,financial_promotion,1
431,YouTube,video,news,Like this post for a surprise after trying the latest update.,neutral,engagement_bait,1
530,Instagram,post,food,My experience was reasonable before making a decision.,neutral,user_experience_feedback,0
598,Instagram,post,gaming,My experience may help other users in the mobile application.,neutral,user_experience_feedback,0
679,YouTube,video,news,That is a reasonable way to look at it for my current project.,neutral,general_discussion,0
470,Instagram,post,gaming,Tag three people to participate before making a decision.,neutral,engagement_bait,1
363,YouTube,video,travel,A reward is waiting for you for a small business.,positive,giveaway_or_reward_scam,1
63,YouTube,video,news,This experience has been disappointing for a small business.,negative,complaint_or_problem_report,0
877,YouTube,video,education,Use this offer before it expires after reading the description.,positive,advertisement_or_promotion,1
952,Instagram,post,technology,Please provide a shorter version while comparing different options.,neutral,feature_or_content_request,0
558,Instagram,post,gaming,The result was different for me in the mobile application.,neutral,user_experience_feedback,0
821,YouTube,video,education,Download the complete guide from our page after trying the latest update.,positive,advertisement_or_promotion,1
334,Instagram,post,gaming,You are eligible for an exclusive bonus on my phone.,positive,giveaway_or_reward_scam,1
601,YouTube,video,music,This is an interesting perspective after trying the latest update.,neutral,general_discussion,0
247,YouTube,video,news,Where can I find the documentation after reading the description.,neutral,question_or_information_request,0
514,Instagram,post,food,I tried the suggested method on my phone.,neutral,user_experience_feedback,0
300,Instagram,post,sports,Which option should I choose before making a decision.,neutral,question_or_information_request,0
218,Instagram,post,food,What tools did you use in the mobile application.,neutral,question_or_information_request,0
258,Instagram,post,food,Can someone clarify the final step in the mobile application.,neutral,question_or_information_request,0
773,YouTube,video,education,Our members are earning every day for a small business.,positive,financial_promotion,1
217,YouTube,video,music,What tools did you use after reading the description.,neutral,question_or_information_request,0
838,Instagram,post,gaming,Try our service with a limited discount in the mobile application.,positive,advertisement_or_promotion,1
998,Instagram,post,gaming,An offline mode would be helpful in the mobile application.,neutral,feature_or_content_request,0
143,YouTube,video,news,This helped me a lot for a small business.,positive,praise_or_appreciation,0
540,Instagram,post,sports,The first attempt was successful before making a decision.,neutral,user_experience_feedback,0
106,Instagram,post,food,This is excellent for a beginner.,positive,praise_or_appreciation,0
666,Instagram,post,food,Different users may have different experiences for a beginner.,neutral,general_discussion,0
744,Instagram,post,technology,Get guaranteed returns through this program on my phone.,positive,financial_promotion,1
15,YouTube,video,news,This feature is not working correctly during the weekend.,negative,complaint_or_problem_report,0
22,Instagram,post,gaming,The instructions are confusing while comparing different options.,negative,complaint_or_problem_report,0
135,YouTube,video,news,The creator did a great job during the weekend.,positive,praise_or_appreciation,0
761,YouTube,video,music,Make passive income using this secret after trying the latest update.,positive,financial_promotion,1
562,Instagram,post,food,I tested the example with new data while comparing different options.,neutral,user_experience_feedback,0
160,Instagram,post,technology,The quality is impressive before making a decision.,positive,praise_or_appreciation,0
359,YouTube,video,news,Congratulations on winning for my current project.,positive,giveaway_or_reward_scam,1
674,Instagram,post,food,That is a reasonable way to look at it on my phone.,neutral,general_discussion,0
891,YouTube,video,travel,Explore the featured service online after trying the latest update.,positive,advertisement_or_promotion,1
611,YouTube,video,travel,I have been thinking about this topic after trying the latest update.,neutral,general_discussion,0
627,YouTube,video,travel,There are several sides to this issue after reading the description.,neutral,general_discussion,0
953,YouTube,video,music,Please provide a shorter version for a small business.,neutral,feature_or_content_request,0
672,Instagram,post,technology,That is a reasonable way to look at it while comparing different options.,neutral,general_discussion,0
477,YouTube,video,education,Subscribe for more content after reading the description.,neutral,engagement_bait,1
605,YouTube,video,education,This is an interesting perspective during the weekend.,neutral,general_discussion,0
908,Instagram,post,sports,Please add a dark mode option in the mobile application.,neutral,feature_or_content_request,0
825,YouTube,video,music,Download the complete guide from our page during the weekend.,positive,advertisement_or_promotion,1
131,YouTube,video,travel,The creator did a great job after trying the latest update.,positive,praise_or_appreciation,0
175,YouTube,video,news,This made my day during the weekend.,positive,praise_or_appreciation,0
163,YouTube,video,travel,I appreciate the effort for a small business.,positive,praise_or_appreciation,0
743,YouTube,video,news,Get guaranteed returns through this program for a small business.,positive,financial_promotion,1
796,Instagram,post,sports,Contact us for instant profit guidance for a beginner.,positive,financial_promotion,1
762,Instagram,post,food,Make passive income using this secret while comparing different options.,positive,financial_promotion,1
985,YouTube,video,music,Please include the source code during the weekend.,neutral,feature_or_content_request,0
475,YouTube,video,travel,Subscribe for more content during the weekend.,neutral,engagement_bait,1
406,Instagram,post,gaming,Follow my account and I will follow back for a beginner.,neutral,engagement_bait,1
740,Instagram,post,sports,Start earning from home today before making a decision.,positive,financial_promotion,1
89,YouTube,video,music,The product feels unreliable for my current project.,negative,complaint_or_problem_report,0
341,YouTube,video,education,Collect your free gift today after trying the latest update.,positive,giveaway_or_reward_scam,1
844,Instagram,post,sports,Discover our new collection today on my phone.,positive,advertisement_or_promotion,1
445,YouTube,video,education,Comment YES to get noticed during the weekend.,neutral,engagement_bait,1
183,YouTube,video,news,The examples are very useful for a small business.,positive,praise_or_appreciation,0
490,Instagram,post,food,Like and share this message before making a decision.,neutral,engagement_bait,1
841,YouTube,video,music,Discover our new collection today after trying the latest update.,positive,advertisement_or_promotion,1
769,YouTube,video,music,Make passive income using this secret for my current project.,positive,financial_promotion,1
729,YouTube,video,music,Double your investment with this offer for my current project.,positive,financial_promotion,1
398,Instagram,post,gaming,Click to unlock your cash reward in the mobile application.,positive,giveaway_or_reward_scam,1
1062,Instagram,post,gaming,Send payment to receive the guaranteed result while comparing different options.,positive,fraudulent_service_offer,1
677,YouTube,video,education,That is a reasonable way to look at it after reading the description.,neutral,general_discussion,0
87,YouTube,video,news,The product feels unreliable after reading the description.,negative,complaint_or_problem_report,0
1072,Instagram,post,technology,Get professional credentials without training while comparing different options.,positive,fraudulent_service_offer,1
817,YouTube,video,music,Get premium access at a lower price after reading the description.,positive,advertisement_or_promotion,1
669,YouTube,video,education,Different users may have different experiences for my current project.,neutral,general_discussion,0
875,YouTube,video,travel,Use this offer before it expires during the weekend.,positive,advertisement_or_promotion,1
2,Instagram,post,food,The app keeps crashing while comparing different options.,negative,complaint_or_problem_report,0
949,YouTube,video,education,Can you add subtitles to the video for my current project.,neutral,feature_or_content_request,0
640,Instagram,post,technology,The discussion raises an important point before making a decision.,neutral,general_discussion,0
495,YouTube,video,news,Support my page and I will support yours during the weekend.,neutral,engagement_bait,1
210,Instagram,post,food,Could you explain this part before making a decision.,neutral,question_or_information_request,0
346,Instagram,post,food,Collect your free gift today for a beginner.,positive,giveaway_or_reward_scam,1
202,Instagram,post,food,Could you explain this part while comparing different options.,neutral,question_or_information_request,0
482,Instagram,post,food,Like and share this message while comparing different options.,neutral,engagement_bait,1
832,Instagram,post,technology,Try our service with a limited discount while comparing different options.,positive,advertisement_or_promotion,1
944,Instagram,post,technology,Can you add subtitles to the video on my phone.,neutral,feature_or_content_request,0
226,Instagram,post,food,Is this available everywhere for a beginner.,neutral,question_or_information_request,0
988,Instagram,post,sports,Please include the source code in the mobile application.,neutral,feature_or_content_request,0
374,Instagram,post,gaming,Register now to receive your prize on my phone.,positive,giveaway_or_reward_scam,1
358,Instagram,post,gaming,Congratulations on winning in the mobile application.,positive,giveaway_or_reward_scam,1
1055,YouTube,video,news,I can provide restricted interview questions during the weekend.,positive,fraudulent_service_offer,1
1080,Instagram,post,technology,Get professional credentials without training before making a decision.,positive,fraudulent_service_offer,1
353,YouTube,video,music,Congratulations on winning for a small business.,positive,giveaway_or_reward_scam,1
620,Instagram,post,sports,I have been thinking about this topic before making a decision.,neutral,general_discussion,0
710,Instagram,post,gaming,Earn money quickly with this method before making a decision.,positive,financial_promotion,1
199,YouTube,video,news,This is one of the best posts for my current project.,positive,praise_or_appreciation,0
266,Instagram,post,food,What are the requirements for a beginner.,neutral,question_or_information_request,0
484,Instagram,post,sports,Like and share this message on my phone.,neutral,engagement_bait,1
287,YouTube,video,news,Does this support beginners after reading the description.,neutral,question_or_information_request,0
810,Instagram,post,food,Visit our website for a special offer before making a decision.,positive,advertisement_or_promotion,1
29,YouTube,video,education,The instructions are confusing for my current project.,negative,complaint_or_problem_report,0
30,Instagram,post,gaming,The instructions are confusing before making a decision.,negative,complaint_or_problem_report,0
1023,YouTube,video,news,Get an instant certificate without an exam for a small business.,positive,fraudulent_service_offer,1
959,YouTube,video,news,Please provide a shorter version for my current project.,neutral,feature_or_content_request,0
505,YouTube,video,music,I tested this and it worked as expected during the weekend.,neutral,user_experience_feedback,0
855,YouTube,video,news,Order now for fast delivery during the weekend.,positive,advertisement_or_promotion,1
205,YouTube,video,education,Could you explain this part during the weekend.,neutral,question_or_information_request,0
233,YouTube,video,music,How does this work for a small business.,neutral,question_or_information_request,0
823,YouTube,video,news,Download the complete guide from our page for a small business.,positive,advertisement_or_promotion,1
991,YouTube,video,news,An offline mode would be helpful after trying the latest update.,neutral,feature_or_content_request,0
936,Instagram,post,technology,It would be useful to have an export button for a beginner.,neutral,feature_or_content_request,0
246,Instagram,post,gaming,Where can I find the documentation for a beginner.,neutral,question_or_information_request,0
826,Instagram,post,food,Download the complete guide from our page for a beginner.,positive,advertisement_or_promotion,1
1064,Instagram,post,technology,Send payment to receive the guaranteed result on my phone.,positive,fraudulent_service_offer,1
862,Instagram,post,gaming,Check our profile for exclusive products while comparing different options.,positive,advertisement_or_promotion,1
808,Instagram,post,technology,Visit our website for a special offer in the mobile application.,positive,advertisement_or_promotion,1
831,YouTube,video,news,Try our service with a limited discount after trying the latest update.,positive,advertisement_or_promotion,1
628,Instagram,post,sports,There are several sides to this issue in the mobile application.,neutral,general_discussion,0
850,Instagram,post,food,Discover our new collection today before making a decision.,positive,advertisement_or_promotion,1
652,Instagram,post,sports,This topic deserves further discussion while comparing different options.,neutral,general_discussion,0
1041,YouTube,video,music,Contact me for confidential account access after trying the latest update.,positive,fraudulent_service_offer,1
515,YouTube,video,travel,I tried the suggested method during the weekend.,neutral,user_experience_feedback,0
798,Instagram,post,gaming,Contact us for instant profit guidance in the mobile application.,positive,financial_promotion,1
555,YouTube,video,travel,The result was different for me during the weekend.,neutral,user_experience_feedback,0
546,Instagram,post,food,I used this with a different setup for a beginner.,neutral,user_experience_feedback,0
229,YouTube,video,education,Is this available everywhere for my current project.,neutral,question_or_information_request,0
791,YouTube,video,news,Contact us for instant profit guidance after trying the latest update.,positive,financial_promotion,1
365,YouTube,video,education,A reward is waiting for you during the weekend.,positive,giveaway_or_reward_scam,1
172,Instagram,post,sports,This made my day while comparing different options.,positive,praise_or_appreciation,0
376,Instagram,post,technology,Register now to receive your prize for a beginner.,positive,giveaway_or_reward_scam,1
531,YouTube,video,travel,The first attempt was successful after trying the latest update.,neutral,user_experience_feedback,0
268,Instagram,post,sports,What are the requirements in the mobile application.,neutral,question_or_information_request,0
713,YouTube,video,music,Join our group for daily profit signals for a small business.,positive,financial_promotion,1
94,Instagram,post,gaming,I cannot use this properly on my phone.,negative,complaint_or_problem_report,0
659,YouTube,video,travel,This topic deserves further discussion for my current project.,neutral,general_discussion,0
306,Instagram,post,food,You have won a special prize for a beginner.,positive,giveaway_or_reward_scam,1
868,Instagram,post,sports,Check our profile for exclusive products in the mobile application.,positive,advertisement_or_promotion,1
777,YouTube,video,music,Our members are earning every day after reading the description.,positive,financial_promotion,1
28,Instagram,post,sports,The instructions are confusing in the mobile application.,negative,complaint_or_problem_report,0
557,YouTube,video,education,The result was different for me after reading the description.,neutral,user_experience_feedback,0
707,YouTube,video,travel,Earn money quickly with this method after reading the description.,positive,financial_promotion,1
151,YouTube,video,news,The quality is impressive after trying the latest update.,positive,praise_or_appreciation,0
1068,Instagram,post,sports,Send payment to receive the guaranteed result in the mobile application.,positive,fraudulent_service_offer,1
541,YouTube,video,education,I used this with a different setup after trying the latest update.,neutral,user_experience_feedback,0
211,YouTube,video,travel,What tools did you use after trying the latest update.,neutral,question_or_information_request,0
1008,Instagram,post,technology,DM me for guaranteed job placement in the mobile application.,positive,fraudulent_service_offer,1
529,YouTube,video,music,My experience was reasonable for my current project.,neutral,user_experience_feedback,0
166,Instagram,post,gaming,I appreciate the effort for a beginner.,positive,praise_or_appreciation,0
709,YouTube,video,education,Earn money quickly with this method for my current project.,positive,financial_promotion,1
849,YouTube,video,music,Discover our new collection today for my current project.,positive,advertisement_or_promotion,1
491,YouTube,video,travel,Support my page and I will support yours after trying the latest update.,neutral,engagement_bait,1
272,Instagram,post,technology,When will the next version be released while comparing different options.,neutral,question_or_information_request,0
759,YouTube,video,news,Invest now for an exclusive bonus for my current project.,positive,financial_promotion,1
351,YouTube,video,news,Congratulations on winning after trying the latest update.,positive,giveaway_or_reward_scam,1
768,Instagram,post,technology,Make passive income using this secret in the mobile application.,positive,financial_promotion,1
911,YouTube,video,news,Could you include more examples after trying the latest update.,neutral,feature_or_content_request,0
148,Instagram,post,sports,This helped me a lot in the mobile application.,positive,praise_or_appreciation,0
88,Instagram,post,technology,The product feels unreliable in the mobile application.,negative,complaint_or_problem_report,0
320,Instagram,post,technology,Claim your free reward now before making a decision.,positive,giveaway_or_reward_scam,1
496,Instagram,post,technology,Support my page and I will support yours for a beginner.,neutral,engagement_bait,1
492,Instagram,post,sports,Support my page and I will support yours while comparing different options.,neutral,engagement_bait,1
478,Instagram,post,gaming,Subscribe for more content in the mobile application.,neutral,engagement_bait,1
1051,YouTube,video,travel,I can provide restricted interview questions after trying the latest update.,positive,fraudulent_service_offer,1
1083,YouTube,video,travel,Message me for a shortcut to approval for a small business.,positive,fraudulent_service_offer,1
1093,YouTube,video,education,Purchase exclusive access through my contact for a small business.,positive,fraudulent_service_offer,1
126,Instagram,post,gaming,The explanation is very clear for a beginner.,positive,praise_or_appreciation,0
486,Instagram,post,gaming,Like and share this message for a beginner.,neutral,engagement_bait,1
982,Instagram,post,gaming,Please include the source code while comparing different options.,neutral,feature_or_content_request,0
617,YouTube,video,music,I have been thinking about this topic after reading the description.,neutral,general_discussion,0
1009,YouTube,video,music,DM me for guaranteed job placement for my current project.,positive,fraudulent_service_offer,1
259,YouTube,video,travel,Can someone clarify the final step for my current project.,neutral,question_or_information_request,0
923,YouTube,video,travel,Please support additional languages for a small business.,neutral,feature_or_content_request,0
153,YouTube,video,music,The quality is impressive for a small business.,positive,praise_or_appreciation,0
386,Instagram,post,food,You have been chosen for a giveaway for a beginner.,positive,giveaway_or_reward_scam,1
904,Instagram,post,technology,Please add a dark mode option on my phone.,neutral,feature_or_content_request,0
213,YouTube,video,education,What tools did you use for a small business.,neutral,question_or_information_request,0
933,YouTube,video,education,It would be useful to have an export button for a small business.,neutral,feature_or_content_request,0
73,YouTube,video,music,The content leaves out important details for a small business.,negative,complaint_or_problem_report,0
27,YouTube,video,travel,The instructions are confusing after reading the description.,negative,complaint_or_problem_report,0
629,YouTube,video,education,There are several sides to this issue for my current project.,neutral,general_discussion,0
373,YouTube,video,education,Register now to receive your prize for a small business.,positive,giveaway_or_reward_scam,1
104,Instagram,post,technology,This is excellent on my phone.,positive,praise_or_appreciation,0
550,Instagram,post,gaming,I used this with a different setup before making a decision.,neutral,user_experience_feedback,0
965,YouTube,video,education,I would like a filter for older posts during the weekend.,neutral,feature_or_content_request,0
581,YouTube,video,education,I followed the instructions carefully after trying the latest update.,neutral,user_experience_feedback,0
1,YouTube,video,music,The app keeps crashing after trying the latest update.,negative,complaint_or_problem_report,0
105,YouTube,video,music,This is excellent during the weekend.,positive,praise_or_appreciation,0
54,Instagram,post,gaming,The result contains an error on my phone.,negative,complaint_or_problem_report,0
616,Instagram,post,technology,I have been thinking about this topic for a beginner.,neutral,general_discussion,0
349,YouTube,video,education,Collect your free gift today for my current project.,positive,giveaway_or_reward_scam,1
113,YouTube,video,music,I really enjoyed this for a small business.,positive,praise_or_appreciation,0
167,YouTube,video,news,I appreciate the effort after reading the description.,positive,praise_or_appreciation,0
452,Instagram,post,sports,Follow for daily updates while comparing different options.,neutral,engagement_bait,1
214,Instagram,post,gaming,What tools did you use on my phone.,neutral,question_or_information_request,0
69,YouTube,video,education,This experience has been disappointing for my current project.,negative,complaint_or_problem_report,0
196,Instagram,post,sports,This is one of the best posts for a beginner.,positive,praise_or_appreciation,0
64,Instagram,post,technology,This experience has been disappointing on my phone.,negative,complaint_or_problem_report,0
411,YouTube,video,travel,Subscribe and comment DONE after trying the latest update.,neutral,engagement_bait,1
650,Instagram,post,food,I agree that more context is needed before making a decision.,neutral,general_discussion,0
494,Instagram,post,gaming,Support my page and I will support yours on my phone.,neutral,engagement_bait,1
107,YouTube,video,travel,This is excellent after reading the description.,positive,praise_or_appreciation,0
404,Instagram,post,sports,Follow my account and I will follow back on my phone.,neutral,engagement_bait,1
409,YouTube,video,music,Follow my account and I will follow back for my current project.,neutral,engagement_bait,1
993,YouTube,video,music,An offline mode would be helpful for a small business.,neutral,feature_or_content_request,0
402,Instagram,post,food,Follow my account and I will follow back while comparing different options.,neutral,engagement_bait,1
573,YouTube,video,education,This worked after restarting the app for a small business.,neutral,user_experience_feedback,0
818,Instagram,post,food,Get premium access at a lower price in the mobile application.,positive,advertisement_or_promotion,1
1033,YouTube,video,music,Pay a small fee for guaranteed approval for a small business.,positive,fraudulent_service_offer,1
896,Instagram,post,technology,Explore the featured service online for a beginner.,positive,advertisement_or_promotion,1
799,YouTube,video,news,Contact us for instant profit guidance for my current project.,positive,financial_promotion,1
892,Instagram,post,sports,Explore the featured service online while comparing different options.,positive,advertisement_or_promotion,1
922,Instagram,post,food,Please support additional languages while comparing different options.,neutral,feature_or_content_request,0
468,Instagram,post,sports,Tag three people to participate in the mobile application.,neutral,engagement_bait,1
56,Instagram,post,technology,The result contains an error for a beginner.,negative,complaint_or_problem_report,0
758,Instagram,post,gaming,Invest now for an exclusive bonus in the mobile application.,positive,financial_promotion,1
693,YouTube,video,education,This connects with a similar discussion for a small business.,neutral,general_discussion,0
671,YouTube,video,news,That is a reasonable way to look at it after trying the latest update.,neutral,general_discussion,0
633,YouTube,video,music,The discussion raises an important point for a small business.,neutral,general_discussion,0
528,Instagram,post,technology,My experience was reasonable in the mobile application.,neutral,user_experience_feedback,0
880,Instagram,post,technology,Use this offer before it expires before making a decision.,positive,advertisement_or_promotion,1
708,Instagram,post,sports,Earn money quickly with this method in the mobile application.,positive,financial_promotion,1
1063,YouTube,video,news,Send payment to receive the guaranteed result for a small business.,positive,fraudulent_service_offer,1
327,YouTube,video,news,Your account was selected for a gift after reading the description.,positive,giveaway_or_reward_scam,1
580,Instagram,post,sports,This worked after restarting the app before making a decision.,neutral,user_experience_feedback,0
625,YouTube,video,music,There are several sides to this issue during the weekend.,neutral,general_discussion,0
379,YouTube,video,travel,Register now to receive your prize for my current project.,positive,giveaway_or_reward_scam,1
548,Instagram,post,sports,I used this with a different setup in the mobile application.,neutral,user_experience_feedback,0
430,Instagram,post,gaming,Share this with your friends before making a decision.,neutral,engagement_bait,1
1044,Instagram,post,sports,Contact me for confidential account access on my phone.,positive,fraudulent_service_offer,1
5,YouTube,video,education,The app keeps crashing during the weekend.,negative,complaint_or_problem_report,0
289,YouTube,video,music,Does this support beginners for my current project.,neutral,question_or_information_request,0
270,Instagram,post,gaming,What are the requirements before making a decision.,neutral,question_or_information_request,0
187,YouTube,video,travel,The examples are very useful after reading the description.,positive,praise_or_appreciation,0
604,Instagram,post,sports,This is an interesting perspective on my phone.,neutral,general_discussion,0
852,Instagram,post,sports,Order now for fast delivery while comparing different options.,positive,advertisement_or_promotion,1
497,YouTube,video,music,Support my page and I will support yours after reading the description.,neutral,engagement_bait,1
13,YouTube,video,education,This feature is not working correctly for a small business.,negative,complaint_or_problem_report,0
239,YouTube,video,news,How does this work for my current project.,neutral,question_or_information_request,0
675,YouTube,video,travel,That is a reasonable way to look at it during the weekend.,neutral,general_discussion,0
238,Instagram,post,gaming,How does this work in the mobile application.,neutral,question_or_information_request,0
968,Instagram,post,technology,I would like a filter for older posts in the mobile application.,neutral,feature_or_content_request,0
181,YouTube,video,education,The examples are very useful after trying the latest update.,positive,praise_or_appreciation,0
85,YouTube,video,education,The product feels unreliable during the weekend.,negative,complaint_or_problem_report,0
155,YouTube,video,travel,The quality is impressive during the weekend.,positive,praise_or_appreciation,0
237,YouTube,video,education,How does this work after reading the description.,neutral,question_or_information_request,0
390,Instagram,post,gaming,You have been chosen for a giveaway before making a decision.,positive,giveaway_or_reward_scam,1
906,Instagram,post,food,Please add a dark mode option for a beginner.,neutral,feature_or_content_request,0
700,Instagram,post,sports,This connects with a similar discussion before making a decision.,neutral,general_discussion,0
368,Instagram,post,technology,A reward is waiting for you in the mobile application.,positive,giveaway_or_reward_scam,1
426,Instagram,post,food,Share this with your friends for a beginner.,neutral,engagement_bait,1
724,Instagram,post,sports,Double your investment with this offer on my phone.,positive,financial_promotion,1
286,Instagram,post,gaming,Does this support beginners for a beginner.,neutral,question_or_information_request,0
564,Instagram,post,sports,I tested the example with new data on my phone.,neutral,user_experience_feedback,0
885,YouTube,video,education,Join our newsletter for updates during the weekend.,positive,advertisement_or_promotion,1
441,YouTube,video,music,Comment YES to get noticed after trying the latest update.,neutral,engagement_bait,1
839,YouTube,video,news,Try our service with a limited discount for my current project.,positive,advertisement_or_promotion,1
